ticker,official_truth,last_timestamp,last_remaining_min,last_distance,last_proxy_side,final60_n,final60_mean_distance,final60_proxy_side,final90_n,final90_mean_distance,final90_proxy_side,final120_n,final120_mean_distance,final120_proxy_side,last_proxy_correct,final60_proxy_correct,final90_proxy_correct,final120_proxy_correct,abs_last_distance,distance_bucket,near_strike_proxy_risk,proxy_disagrees_with_official
KXBTC15M-26AUG231215-15,UP,2026-08-23 16:14:43.859903+00:00,0.2690016166666666,119.3799999999901,UP,2,118.34499999999389,UP,3,120.63666666666298,UP,4,116.79249999999593,UP,True,True,True,True,119.3799999999901,$100-$200,False,False
KXBTC15M-26AUG231230-30,UP,2026-08-23 16:29:44.202041+00:00,0.2632993166666666,32.43000000000757,UP,2,37.395000000004075,UP,3,38.28333333333527,UP,4,36.49750000000131,UP,True,True,True,True,32.43000000000757,$25-$50,True,False
KXBTC15M-26AUG231245-45,UP,2026-08-23 16:44:44.026209+00:00,0.26622985,82.16999999999825,UP,2,83.85499999999593,UP,3,97.64333333332615,UP,4,102.93749999999272,UP,True,True,True,True,82.16999999999825,$50-$100,True,False
KXBTC15M-26AUG231300-00,UP,2026-08-23 16:59:44.001277+00:00,0.2666453833333333,26.970000000001164,UP,2,31.93000000000029,UP,3,33.583333333333336,UP,4,39.22750000000087,UP,True,True,True,True,26.970000000001164,$25-$50,True,False
KXBTC15M-26AUG231315-15,DOWN,2026-08-23 17:14:44.007311+00:00,0.2665448166666667,-135.27999999999884,DOWN,2,-132.4300000000003,DOWN,3,-123.91666666666667,DOWN,4,-119.12000000000262,DOWN,True,True,True,True,135.27999999999884,$100-$200,False,False
KXBTC15M-26AUG231330-30,DOWN,2026-08-23 17:29:43.914517+00:00,0.2680913833333333,-65.09000000001106,DOWN,2,-65.09000000001106,DOWN,3,-60.67000000000795,DOWN,4,-58.53250000000844,DOWN,True,True,True,True,65.09000000001106,$50-$100,True,False
KXBTC15M-26AUG231345-45,UP,2026-08-23 17:44:46.725088+00:00,0.2212485333333333,1.2400000000052387,UP,2,7.750000000007275,UP,3,13.333333333338183,UP,4,10.522500000006403,UP,True,True,True,True,1.2400000000052387,$0-$25,True,False
KXBTC15M-26AUG231400-00,DOWN,2026-08-23 17:59:37.646554+00:00,0.3725574333333333,-31.09999999999127,DOWN,2,-30.90499999999156,DOWN,3,-35.08333333332848,DOWN,4,-37.45249999999578,DOWN,True,True,True,True,31.09999999999127,$25-$50,True,False
KXBTC15M-26AUG231415-15,UP,2026-08-23 18:14:55.182832+00:00,0.0802861333333333,143.26999999998952,UP,3,135.95999999999185,UP,4,138.66249999999127,UP,5,147.15599999999102,UP,True,True,True,True,143.26999999998952,$100-$200,False,False
KXBTC15M-26AUG231430-30,UP,2026-08-23 18:29:48.842226+00:00,0.1859629,18.19999999999709,UP,2,26.50499999999738,UP,3,30.256666666663175,UP,4,27.399999999997817,UP,True,True,True,True,18.19999999999709,$0-$25,True,False
KXBTC15M-26AUG231445-45,DOWN,2026-08-23 18:44:49.043405+00:00,0.1826099166666666,-33.429999999993015,DOWN,2,-35.38999999999214,DOWN,3,-33.58333333332848,DOWN,4,-32.76749999999447,DOWN,True,True,True,True,33.429999999993015,$25-$50,True,False
KXBTC15M-26AUG231500-00,DOWN,2026-08-23 18:59:49.001788+00:00,0.1833035333333333,-2.059999999997672,DOWN,2,-2.959999999999127,DOWN,3,-7.943333333333915,DOWN,4,-13.297500000000582,DOWN,True,True,True,True,2.059999999997672,$0-$25,True,False
KXBTC15M-26AUG231515-15,DOWN,2026-08-23 19:14:32.663197+00:00,0.4556133833333333,-14.860000000000582,DOWN,2,-18.6449999999968,DOWN,3,-34.283333333330425,DOWN,4,-39.24499999999898,DOWN,True,True,True,True,14.860000000000582,$0-$25,True,False
KXBTC15M-26AUG231530-30,UP,2026-08-23 19:29:29.118669+00:00,0.51468885,34.95999999999185,UP,2,27.574999999989814,UP,3,26.703333333323826,UP,4,26.869999999991705,UP,True,True,True,True,34.95999999999185,$25-$50,True,False
KXBTC15M-26AUG231545-45,UP,2026-08-23 19:44:39.906023+00:00,0.3348996166666666,81.16000000000349,UP,2,75.91000000000349,UP,4,66.72249999999985,UP,5,56.61000000000058,UP,True,True,True,True,81.16000000000349,$50-$100,True,False
KXBTC15M-26AUG231600-00,DOWN,2026-08-23 19:59:55.159030+00:00,0.0806828333333333,-85.38999999999942,DOWN,3,-82.74000000000039,DOWN,4,-80.53750000000218,DOWN,6,-79.94833333333615,DOWN,True,True,True,True,85.38999999999942,$50-$100,True,False
KXBTC15M-26AUG231615-15,DOWN,2026-08-23 20:14:55.594222+00:00,0.0734296333333333,-72.26000000000931,DOWN,3,-74.04666666667133,DOWN,4,-77.01500000000306,DOWN,5,-77.39800000000396,DOWN,True,True,True,True,72.26000000000931,$50-$100,True,False
KXBTC15M-26AUG231630-30,UP,2026-08-23 20:29:57.541413+00:00,0.04097645,106.25999999999476,UP,3,120.03666666666201,UP,4,121.22249999999622,UP,5,121.93399999999674,UP,True,True,True,True,106.25999999999476,$100-$200,False,False
KXBTC15M-26AUG231645-45,UP,2026-08-23 20:44:51.833370+00:00,0.1361105,19.75,UP,3,32.18666666666589,UP,4,29.819999999999713,UP,5,28.4,UP,True,True,True,True,19.75,$0-$25,True,False
KXBTC15M-26AUG231700-00,DOWN,2026-08-23 20:59:58.622163+00:00,0.02296395,-30.41000000000349,DOWN,3,-31.093333333337796,DOWN,4,-31.127500000005966,DOWN,6,-31.888333333338476,DOWN,True,True,True,True,30.41000000000349,$25-$50,True,False
KXBTC15M-26AUG231715-15,UP,2026-08-23 21:14:43.227626+00:00,0.2795395666666666,292.3899999999994,UP,2,285.86999999999534,UP,3,286.24999999999517,UP,5,269.91599999999744,UP,True,True,True,True,292.3899999999994,$200-$500,False,False
KXBTC15M-26AUG231730-30,UP,2026-08-23 21:29:49.146721+00:00,0.1808879833333333,345.6000000000058,UP,3,326.75666666667286,UP,4,325.25500000000466,UP,5,318.4640000000043,UP,True,True,True,True,345.6000000000058,$200-$500,False,False
KXBTC15M-26AUG231745-45,DOWN,2026-08-23 21:44:35.432318+00:00,0.4094613666666667,-398.7600000000093,DOWN,2,-402.580000000009,DOWN,3,-414.0366666666717,DOWN,4,-414.73750000000655,DOWN,True,True,True,True,398.7600000000093,$200-$500,False,False
KXBTC15M-26AUG231800-00,UP,2026-08-23 21:59:55.411317+00:00,0.0764780499999999,218.88000000000463,UP,3,194.94333333333392,UP,4,188.32749999999942,UP,5,183.17399999999907,UP,True,True,True,True,218.88000000000463,$200-$500,False,False
KXBTC15M-26AUG231815-15,DOWN,2026-08-23 22:14:53.015150+00:00,0.1164141666666666,-96.94000000000231,DOWN,3,-121.72666666666919,DOWN,4,-118.8550000000032,DOWN,5,-115.84600000000209,DOWN,True,True,True,True,96.94000000000231,$50-$100,True,False
KXBTC15M-26AUG231830-30,UP,2026-08-23 22:29:28.204856+00:00,0.5299190666666667,2.539999999993597,UP,2,6.1049999999959255,UP,3,25.28666666666201,UP,4,48.00499999999374,UP,True,True,True,True,2.539999999993597,$0-$25,True,False
KXBTC15M-26AUG231845-45,DOWN,2026-08-23 22:44:50.018944+00:00,0.1663509333333333,-50.36000000000058,DOWN,3,-42.9066666666719,DOWN,4,-40.892500000005384,DOWN,5,-38.64000000000524,DOWN,True,True,True,True,50.36000000000058,$50-$100,True,False
KXBTC15M-26AUG231900-00,DOWN,2026-08-23 22:59:43.629189+00:00,0.27284685,-61.229999999995925,DOWN,2,-67.10499999999593,DOWN,3,-69.41999999999341,DOWN,5,-70.09799999999522,DOWN,True,True,True,True,61.229999999995925,$50-$100,True,False
KXBTC15M-26AUG231915-15,DOWN,2026-08-23 23:14:50.798171+00:00,0.1533638166666666,-134.97999999999593,DOWN,3,-143.13999999999942,DOWN,4,-149.6949999999997,DOWN,5,-152.51199999999955,DOWN,True,True,True,True,134.97999999999593,$100-$200,False,False
KXBTC15M-26AUG231930-30,UP,2026-08-23 23:29:47.182279+00:00,0.2136286833333333,196.44000000000236,UP,2,172.13000000000466,UP,4,151.79250000000684,UP,5,143.7420000000071,UP,True,True,True,True,196.44000000000236,$100-$200,False,False
KXBTC15M-26AUG231945-45,DOWN,2026-08-23 23:44:49.787786+00:00,0.1702035666666666,-147.0100000000093,DOWN,3,-178.8000000000029,DOWN,4,-174.86750000000393,DOWN,5,-170.6420000000042,DOWN,True,True,True,True,147.0100000000093,$100-$200,False,False
KXBTC15M-26AUG232000-00,UP,2026-08-23 23:59:59.134920+00:00,0.0144179999999999,276.1499999999942,UP,3,260.7133333333283,UP,4,272.81749999999374,UP,5,278.02999999999304,UP,True,True,True,True,276.1499999999942,$200-$500,False,False
KXBTC15M-26AUG232015-15,DOWN,2026-08-24 00:14:59.006009+00:00,0.0165665166666666,-95.92999999999302,DOWN,3,-87.95333333332867,DOWN,4,-82.86249999999563,DOWN,5,-76.34799999999522,DOWN,True,True,True,True,95.92999999999302,$50-$100,True,False
KXBTC15M-26AUG232030-30,DOWN,2026-08-24 00:29:53.165549+00:00,0.1139075166666666,-199.9600000000064,DOWN,3,-215.93333333333916,DOWN,4,-219.32000000000335,DOWN,5,-223.86000000000348,DOWN,True,True,True,True,199.9600000000064,$100-$200,False,False
KXBTC15M-26AUG232045-45,DOWN,2026-08-24 00:44:53.361502+00:00,0.1106416333333333,-175.7100000000064,DOWN,3,-156.64666666666744,DOWN,4,-135.83750000000146,DOWN,5,-117.28600000000151,DOWN,True,True,True,True,175.7100000000064,$100-$200,False,False
KXBTC15M-26AUG232100-00,UP,2026-08-24 00:48:56.022804+00:00,11.066286600000002,87.84999999999127,UP,0,,,0,,,0,,,True,False,False,False,87.84999999999127,$50-$100,True,False
KXBTC15M-26AUG232230-30,UP,2026-08-24 02:29:45.905300+00:00,0.2349116666666666,67.72000000000116,UP,1,67.72000000000116,UP,1,67.72000000000116,UP,1,67.72000000000116,UP,True,True,True,True,67.72000000000116,$50-$100,True,False
KXBTC15M-26AUG232245-45,UP,2026-08-24 02:44:20.864151+00:00,0.65226415,6.900000000008731,UP,1,6.900000000008731,UP,1,6.900000000008731,UP,2,10.365000000005239,UP,True,True,True,True,6.900000000008731,$0-$25,True,False
KXBTC15M-26AUG232300-00,UP,2026-08-24 02:59:25.183629+00:00,0.58027285,-3.4100000000034925,DOWN,1,-3.4100000000034925,DOWN,2,1.8850000000020373,UP,2,1.8850000000020373,UP,False,False,True,True,3.4100000000034925,$0-$25,True,True
KXBTC15M-26AUG232315-15,DOWN,2026-08-24 03:14:49.822881+00:00,0.1696186499999999,-235.2599999999948,DOWN,1,-235.2599999999948,DOWN,2,-233.8949999999968,DOWN,3,-217.92999999999788,DOWN,True,True,True,True,235.2599999999948,$200-$500,False,False
KXBTC15M-26AUG232330-30,DOWN,2026-08-24 03:29:20.480794+00:00,0.6586534333333333,-86.80999999999767,DOWN,1,-86.80999999999767,DOWN,1,-86.80999999999767,DOWN,2,-84.46999999999389,DOWN,True,True,True,True,86.80999999999767,$50-$100,True,False
KXBTC15M-26AUG232345-45,DOWN,2026-08-24 03:44:23.915629+00:00,0.6014061833333333,-143.49000000000524,DOWN,1,-143.49000000000524,DOWN,1,-143.49000000000524,DOWN,2,-145.0300000000061,DOWN,True,True,True,True,143.49000000000524,$100-$200,False,False
KXBTC15M-26AUG240000-00,DOWN,2026-08-24 03:59:33.206750+00:00,0.4465541666666667,-67.38000000000466,DOWN,1,-67.38000000000466,DOWN,2,-57.265000000006694,DOWN,2,-57.265000000006694,DOWN,True,True,True,True,67.38000000000466,$50-$100,True,False
KXBTC15M-26AUG240015-15,UP,2026-08-24 04:14:11.049602+00:00,0.8158399666666667,76.09999999999127,UP,1,76.09999999999127,UP,1,76.09999999999127,UP,2,87.1649999999936,UP,True,True,True,True,76.09999999999127,$50-$100,True,False
KXBTC15M-26AUG240030-30,UP,2026-08-24 04:29:48.697041+00:00,0.1883826499999999,191.4100000000035,UP,1,191.4100000000035,UP,2,197.01499999999942,UP,2,197.01499999999942,UP,True,True,True,True,191.4100000000035,$100-$200,False,False
KXBTC15M-26AUG240045-45,DOWN,2026-08-24 04:44:21.534126+00:00,0.6410979,-132.86999999999534,DOWN,1,-132.86999999999534,DOWN,1,-132.86999999999534,DOWN,2,-137.23999999999796,DOWN,True,True,True,True,132.86999999999534,$100-$200,False,False
KXBTC15M-26AUG240100-00,DOWN,2026-08-24 04:59:27.639950+00:00,0.5393341666666667,-206.19000000000236,DOWN,1,-206.19000000000236,DOWN,2,-217.6750000000029,DOWN,2,-217.6750000000029,DOWN,True,True,True,True,206.19000000000236,$200-$500,False,False
KXBTC15M-26AUG240115-15,UP,2026-08-24 05:14:35.631194+00:00,0.4061467666666666,312.34999999999127,UP,1,312.34999999999127,UP,2,269.72499999999127,UP,2,269.72499999999127,UP,True,True,True,True,312.34999999999127,$200-$500,False,False
KXBTC15M-26AUG240130-30,DOWN,2026-08-24 05:29:11.237238+00:00,0.8127127000000001,-80.08000000000175,DOWN,1,-80.08000000000175,DOWN,1,-80.08000000000175,DOWN,2,-72.09999999999854,DOWN,True,True,True,True,80.08000000000175,$50-$100,True,False
KXBTC15M-26AUG240145-45,UP,2026-08-24 05:44:46.985571+00:00,0.21690715,17.019999999989523,UP,1,17.019999999989523,UP,2,44.22499999999127,UP,3,44.6699999999934,UP,True,True,True,True,17.019999999989523,$0-$25,True,False
KXBTC15M-26AUG240200-00,UP,2026-08-24 05:59:51.950059+00:00,0.1341656833333333,40.63000000000466,UP,1,40.63000000000466,UP,2,49.93000000000029,UP,3,46.06333333333411,UP,True,True,True,True,40.63000000000466,$25-$50,True,False
KXBTC15M-26AUG240215-15,UP,2026-08-24 06:14:56.718995+00:00,0.0546834166666666,256.4700000000012,UP,2,245.13500000000207,UP,2,245.13500000000207,UP,3,223.70000000000195,UP,True,True,True,True,256.4700000000012,$200-$500,False,False
KXBTC15M-26AUG240230-30,DOWN,2026-08-24 06:29:09.678995+00:00,0.8386834166666667,-40.33000000000175,DOWN,1,-40.33000000000175,DOWN,1,-40.33000000000175,DOWN,2,-34.61000000000058,DOWN,True,True,True,True,40.33000000000175,$25-$50,True,False
KXBTC15M-26AUG240245-45,DOWN,2026-08-24 06:44:48.601715+00:00,0.1899714166666666,-22.819999999992437,DOWN,1,-22.819999999992437,DOWN,2,-47.43499999999767,DOWN,3,-63.956666666665114,DOWN,True,True,True,True,22.819999999992437,$0-$25,True,False
KXBTC15M-26AUG240300-00,UP,2026-08-24 06:59:51.768780+00:00,0.137187,134.20000000001164,UP,1,134.20000000001164,UP,2,138.2100000000064,UP,3,138.48333333334207,UP,True,True,True,True,134.20000000001164,$100-$200,False,False
KXBTC15M-26AUG240315-15,UP,2026-08-24 07:14:35.513148+00:00,0.4081142,277.6499999999942,UP,1,277.6499999999942,UP,2,282.5899999999965,UP,2,282.5899999999965,UP,True,True,True,True,277.6499999999942,$200-$500,False,False
KXBTC15M-26AUG240330-30,DOWN,2026-08-24 07:29:40.801208+00:00,0.3199798666666666,-159.97000000000116,DOWN,1,-159.97000000000116,DOWN,2,-183.04000000000087,DOWN,2,-183.04000000000087,DOWN,True,True,True,True,159.97000000000116,$100-$200,False,False
KXBTC15M-26AUG240345-45,DOWN,2026-08-24 07:44:26.467877+00:00,0.5588687166666666,-241.94000000000236,DOWN,1,-241.94000000000236,DOWN,2,-220.43500000000498,DOWN,2,-220.43500000000498,DOWN,True,True,True,True,241.94000000000236,$200-$500,False,False
KXBTC15M-26AUG240400-00,DOWN,2026-08-24 07:59:10.331230+00:00,0.8278128333333333,-65.83000000000175,DOWN,1,-65.83000000000175,DOWN,1,-65.83000000000175,DOWN,2,-49.05000000000291,DOWN,True,True,True,True,65.83000000000175,$50-$100,True,False
KXBTC15M-26AUG240415-15,DOWN,2026-08-24 08:14:29.936023+00:00,0.5010662833333334,-48.74000000000524,DOWN,1,-48.74000000000524,DOWN,2,-53.88500000000204,DOWN,2,-53.88500000000204,DOWN,True,True,True,True,48.74000000000524,$25-$50,True,False
KXBTC15M-26AUG240430-30,DOWN,2026-08-24 08:29:14.839058+00:00,0.7526823666666667,-375.5100000000093,DOWN,1,-375.5100000000093,DOWN,1,-375.5100000000093,DOWN,2,-391.2450000000099,DOWN,True,True,True,True,375.5100000000093,$200-$500,False,False
KXBTC15M-26AUG240445-45,UP,2026-08-24 08:44:52.233125+00:00,0.1294479166666666,187.94000000000236,UP,1,187.94000000000236,UP,2,178.51000000000204,UP,3,168.02000000000407,UP,True,True,True,True,187.94000000000236,$100-$200,False,False
KXBTC15M-26AUG240500-00,DOWN,2026-08-24 08:59:58.350307+00:00,0.0274948833333333,-51.63999999999942,DOWN,2,-60.44999999999709,DOWN,2,-60.44999999999709,DOWN,3,-69.99666666666356,DOWN,True,True,True,True,51.63999999999942,$50-$100,True,False
KXBTC15M-26AUG240515-15,UP,2026-08-24 09:14:14.102509+00:00,0.7649581833333333,249.4499999999971,UP,1,249.4499999999971,UP,1,249.4499999999971,UP,2,223.24499999999534,UP,True,True,True,True,249.4499999999971,$200-$500,False,False
KXBTC15M-26AUG240530-30,UP,2026-08-24 09:29:55.463980+00:00,0.0756003333333333,133.5399999999936,UP,2,122.71499999999651,UP,2,122.71499999999651,UP,3,125.44333333332906,UP,True,True,True,True,133.5399999999936,$100-$200,False,False
KXBTC15M-26AUG240545-45,UP,2026-08-24 09:44:07.218716+00:00,0.8796880666666667,96.08000000000176,UP,1,96.08000000000176,UP,1,96.08000000000176,UP,2,79.2699999999968,UP,True,True,True,True,96.08000000000176,$50-$100,True,False
KXBTC15M-26AUG240600-00,UP,2026-08-24 09:59:43.064821+00:00,0.2822529833333334,42.129999999990105,UP,1,42.129999999990105,UP,2,39.90499999999156,UP,2,39.90499999999156,UP,True,True,True,True,42.129999999990105,$25-$50,True,False
KXBTC15M-26AUG240615-15,UP,2026-08-24 10:14:24.447850+00:00,0.5925358333333333,272.1800000000076,UP,1,272.1800000000076,UP,1,272.1800000000076,UP,2,245.62500000000728,UP,True,True,True,True,272.1800000000076,$200-$500,False,False
KXBTC15M-26AUG240630-30,UP,2026-08-24 10:29:43.008375+00:00,0.2831937499999999,26.879999999990105,UP,1,26.879999999990105,UP,2,64.74999999999272,UP,2,64.74999999999272,UP,True,True,True,True,26.879999999990105,$25-$50,True,False
KXBTC15M-26AUG240645-45,DOWN,2026-08-24 10:44:51.784158+00:00,0.1369307,-134.88999999999942,DOWN,1,-134.88999999999942,DOWN,2,-129.41999999999825,DOWN,3,-127.6566666666622,DOWN,True,True,True,True,134.88999999999942,$100-$200,False,False
KXBTC15M-26AUG240700-00,DOWN,2026-08-24 10:59:07.109287+00:00,0.8815118833333333,-138.4899999999907,DOWN,1,-138.4899999999907,DOWN,1,-138.4899999999907,DOWN,2,-138.4899999999907,DOWN,True,True,True,True,138.4899999999907,$100-$200,False,False
KXBTC15M-26AUG240715-15,UP,2026-08-24 11:14:49.684243+00:00,0.1719292833333333,232.45999999999185,UP,1,232.45999999999185,UP,2,214.34999999999127,UP,3,190.7366666666591,UP,True,True,True,True,232.45999999999185,$200-$500,False,False
KXBTC15M-26AUG240730-30,UP,2026-08-24 11:29:37.365213+00:00,0.37724645,31.919999999998254,UP,1,31.919999999998254,UP,2,28.340000000003783,UP,2,28.340000000003783,UP,True,True,True,True,31.919999999998254,$25-$50,True,False
KXBTC15M-26AUG240745-45,UP,2026-08-24 11:44:45.741120+00:00,0.237648,644.320000000007,UP,1,644.320000000007,UP,2,638.5900000000038,UP,2,638.5900000000038,UP,True,True,True,True,644.320000000007,$500+,False,False
KXBTC15M-26AUG240800-00,DOWN,2026-08-24 11:59:53.883491+00:00,0.1019418166666666,-61.89999999999418,DOWN,2,-126.43999999999507,DOWN,2,-126.43999999999507,DOWN,3,-183.57999999999205,DOWN,True,True,True,True,61.89999999999418,$50-$100,True,False
KXBTC15M-26AUG240815-15,DOWN,2026-08-24 12:14:20.084091+00:00,0.66526515,-297.3399999999965,DOWN,1,-297.3399999999965,DOWN,1,-297.3399999999965,DOWN,2,-274.27999999999884,DOWN,True,True,True,True,297.3399999999965,$200-$500,False,False
KXBTC15M-26AUG240830-30,UP,2026-08-24 12:29:14.669080+00:00,0.7555153333333333,275.3399999999965,UP,1,275.3399999999965,UP,1,275.3399999999965,UP,2,293.3249999999971,UP,True,True,True,True,275.3399999999965,$200-$500,False,False
KXBTC15M-26AUG240845-45,UP,2026-08-24 12:44:57.347840+00:00,0.0442026666666666,290.8899999999994,UP,2,294.1449999999968,UP,2,294.1449999999968,UP,3,312.25,UP,True,True,True,True,290.8899999999994,$200-$500,False,False
KXBTC15M-26AUG240900-00,UP,2026-08-24 12:49:25.964612+00:00,10.567256466666668,200.6999999999971,UP,0,,,0,,,0,,,True,False,False,False,200.6999999999971,$200-$500,False,False
KXBTC15M-26AUG241145-45,DOWN,2026-08-24 15:44:38.651422+00:00,0.3558096333333333,-663.179999999993,DOWN,1,-663.179999999993,DOWN,2,-584.7349999999933,DOWN,2,-584.7349999999933,DOWN,True,True,True,True,663.179999999993,$500+,False,False
KXBTC15M-26AUG241200-00,DOWN,2026-08-24 15:59:21.898291+00:00,0.6350284833333333,-215.1599999999889,DOWN,1,-215.1599999999889,DOWN,1,-215.1599999999889,DOWN,2,-232.91999999999098,DOWN,True,True,True,True,215.1599999999889,$200-$500,False,False
KXBTC15M-26AUG241215-15,UP,2026-08-24 16:14:39.649123+00:00,0.3391812833333333,412.5399999999936,UP,1,412.5399999999936,UP,2,419.679999999993,UP,2,419.679999999993,UP,True,True,True,True,412.5399999999936,$200-$500,False,False
KXBTC15M-26AUG241230-30,UP,2026-08-24 16:29:26.388274+00:00,0.5601954333333333,285.09999999999127,UP,1,285.09999999999127,UP,1,285.09999999999127,UP,2,287.7149999999965,UP,True,True,True,True,285.09999999999127,$200-$500,False,False
KXBTC15M-26AUG241245-45,DOWN,2026-08-24 16:44:41.694728+00:00,0.3050878666666666,-352.9399999999878,DOWN,1,-352.9399999999878,DOWN,2,-329.59999999999127,DOWN,2,-329.59999999999127,DOWN,True,True,True,True,352.9399999999878,$200-$500,False,False
KXBTC15M-26AUG241300-00,DOWN,2026-08-24 16:59:32.362858+00:00,0.4606190333333333,-337.4799999999959,DOWN,1,-337.4799999999959,DOWN,2,-308.86499999999796,DOWN,2,-308.86499999999796,DOWN,True,True,True,True,337.4799999999959,$200-$500,False,False
KXBTC15M-26AUG241315-15,UP,2026-08-24 17:14:16.547760+00:00,0.7242040000000001,62.19999999999709,UP,1,62.19999999999709,UP,1,62.19999999999709,UP,2,85.62999999999738,UP,True,True,True,True,62.19999999999709,$50-$100,True,False
KXBTC15M-26AUG241330-30,DOWN,2026-08-24 17:29:37.060418+00:00,0.3823263666666667,-551.5100000000093,DOWN,1,-551.5100000000093,DOWN,2,-483.57500000000437,DOWN,2,-483.57500000000437,DOWN,True,True,True,True,551.5100000000093,$500+,False,False
KXBTC15M-26AUG241345-45,UP,2026-08-24 17:44:20.481082+00:00,0.6586486333333333,135.32000000000698,UP,1,135.32000000000698,UP,1,135.32000000000698,UP,2,165.58000000000902,UP,True,True,True,True,135.32000000000698,$100-$200,False,False
KXBTC15M-26AUG241400-00,UP,2026-08-24 17:59:40.940282+00:00,0.3176619666666667,87.83000000000175,UP,1,87.83000000000175,UP,2,73.54499999999825,UP,2,73.54499999999825,UP,True,True,True,True,87.83000000000175,$50-$100,True,False
KXBTC15M-26AUG241415-15,UP,2026-08-24 18:14:54.755069+00:00,0.0874155166666666,232.93999999998775,UP,1,232.93999999998775,UP,2,232.92999999999302,UP,2,232.92999999999302,UP,True,True,True,True,232.93999999998775,$200-$500,False,False
KXBTC15M-26AUG241430-30,UP,2026-08-24 18:29:13.842683+00:00,0.7692886166666667,60.13999999999942,UP,1,60.13999999999942,UP,1,60.13999999999942,UP,2,50.04000000000087,UP,True,True,True,True,60.13999999999942,$50-$100,True,False
KXBTC15M-26AUG241445-45,DOWN,2026-08-24 18:41:10.609184+00:00,3.8231802666666663,-89.07000000000698,DOWN,0,,,0,,,0,,,True,False,False,False,89.07000000000698,$50-$100,True,False
KXBTC15M-26AUG241515-15,UP,2026-08-24 19:14:16.576376+00:00,0.7237270666666666,113.90000000000872,UP,1,113.90000000000872,UP,1,113.90000000000872,UP,2,144.54500000000553,UP,True,True,True,True,113.90000000000872,$100-$200,False,False
KXBTC15M-26AUG241530-30,DOWN,2026-08-24 19:29:03.435300+00:00,0.942745,-166.75,DOWN,1,-166.75,DOWN,1,-166.75,DOWN,2,-164.11500000000524,DOWN,True,True,True,True,166.75,$100-$200,False,False
KXBTC15M-26AUG241545-45,DOWN,2026-08-24 19:44:48.356538+00:00,0.1940577,13.270000000004076,UP,1,13.270000000004076,UP,2,-8.830000000001746,DOWN,2,-8.830000000001746,DOWN,False,False,True,True,13.270000000004076,$0-$25,True,True
