ticker,correct,call_side,initial_fair,initial_signed_distance,rem_5p0,dist_5p0,fair_5p0,ask_5p0,rem_4p5,dist_4p5,fair_4p5,ask_4p5,rem_4p0,dist_4p0,fair_4p0,ask_4p0,rem_3p5,dist_3p5,fair_3p5,ask_3p5,rem_3p0,dist_3p0,fair_3p0,ask_3p0,rem_2p5,dist_2p5,fair_2p5,ask_2p5,rem_2p0,dist_2p0,fair_2p0,ask_2p0,rem_1p5,dist_1p5,fair_1p5,ask_1p5,dist_change_5.0_4.0,fair_change_5.0_4.0,ask_change_5.0_4.0,dist_change_4.5_3.5,fair_change_4.5_3.5,ask_change_4.5_3.5,dist_change_4.0_3.0,fair_change_4.0_3.0,ask_change_4.0_3.0,dist_change_3.5_2.5,fair_change_3.5_2.5,ask_change_3.5_2.5,dist_change_3.0_2.0,fair_change_3.0_2.0,ask_change_3.0_2.0,dist_change_2.5_1.5,fair_change_2.5_1.5,ask_change_2.5_1.5,min_signed_distance_5to2,min_fair_5to2
KXBTC15M-26AUG231800-00,True,UP,0.8018867924528301,162.42999999999302,4.922534616666667,177.27999999999884,1.0,0.98,4.587105116666667,188.72999999999595,1.0,0.98,4.114286983333333,158.8000000000029,0.988095238095238,0.978,3.3192262666666665,214.88999999999945,1.0,0.992,2.991371466666666,203.77000000000407,1.0,0.992,2.524254516666667,199.92999999999304,1.0,0.997,2.1811885166666665,201.25,1.0,0.997,1.3540576666666666,168.47999999999593,1.0,0.996,-18.479999999995925,-0.011904761904761973,-0.0020000000000000018,26.160000000003492,0.0,0.01200000000000001,44.970000000001164,0.011904761904761973,0.014000000000000012,-14.960000000006403,0.0,0.0050000000000000044,-2.5200000000040745,0.0,0.0050000000000000044,-31.449999999997118,0.0,-0.0010000000000000009,158.8000000000029,0.988095238095238
KXBTC15M-26AUG231915-15,True,DOWN,0.890625,161.7100000000064,5.00003475,119.69000000000231,0.890625,0.88,4.5254746,98.88000000000466,0.8018867924528301,0.88,4.189146766666666,131.15000000000873,0.8928571428571429,0.87,3.3800104166666665,183.63999999999945,0.988095238095238,0.988,2.919589,215.19000000000236,0.988095238095238,0.988,2.5705039166666666,207.4499999999971,0.988095238095238,0.994,2.1025143,215.1999999999971,1.0,0.996,1.300919,169.36000000000058,1.0,0.999,11.460000000006417,0.0022321428571429047,-0.010000000000000009,84.75999999999479,0.1862084456424079,0.10799999999999998,84.03999999999363,0.09523809523809512,0.118,23.809999999997643,0.0,0.006000000000000005,0.009999999994732889,0.011904761904761973,0.008000000000000007,-38.08999999999651,0.011904761904761973,0.0050000000000000044,97.40000000000872,0.7593984962406015
KXBTC15M-26AUG231930-30,True,UP,0.8018867924528301,116.7100000000064,5.032187116666666,28.35000000000582,0.6065573770491803,0.69,4.6804493,22.24000000000524,0.6347826086956522,0.69,3.8917219,25.16000000000349,0.6065573770491803,0.49,3.41671665,32.79000000000815,0.7593984962406015,0.88,3.0780880833333333,84.34000000001106,0.9487179487179488,0.88,2.621304333333333,139.75,0.988095238095238,0.954,1.79906295,111.54000000000816,0.988095238095238,0.989,1.4824607666666667,127.29000000000816,0.988095238095238,0.994,-3.190000000002332,0.0,-0.19999999999999996,10.55000000000291,0.12461588754494934,0.19000000000000006,59.18000000000757,0.34216057166876845,0.39,106.95999999999185,0.2286967418546365,0.07399999999999995,27.199999999997104,0.03937728937728924,0.10899999999999999,-12.459999999991837,0.0,0.040000000000000036,-6.899999999994179,0.4285714285714285
KXBTC15M-26AUG232000-00,True,UP,0.9301075268817204,108.06999999999243,4.893332316666667,172.14999999999418,0.988095238095238,0.987,4.5918562666666665,229.77999999999884,1.0,0.987,4.093932966666666,245.5899999999965,1.0,0.991,3.2603142833333334,245.5899999999965,1.0,0.998,2.9637361166666665,222.34999999999127,1.0,0.998,2.461692933333333,199.7599999999948,1.0,0.997,2.1412092,313.5399999999936,1.0,0.997,1.655997733333333,298.8799999999901,1.0,1.0,73.44000000000233,0.011904761904761973,0.0040000000000000036,15.809999999997672,0.0,0.01100000000000001,-23.24000000000524,0.0,0.007000000000000006,-45.83000000000172,0.0,-0.0010000000000000009,91.19000000000233,0.0,-0.0010000000000000009,99.11999999999531,0.0,0.0030000000000000027,172.14999999999418,0.988095238095238
KXBTC15M-26AUG232030-30,True,DOWN,0.8928571428571429,142.69000000000233,4.9983950833333335,135.0500000000029,1.0,0.957,4.481079116666667,169.43000000000757,1.0,0.969,4.1726966,239.22999999999595,0.988095238095238,0.984,3.3793420833333334,257.2900000000081,0.988095238095238,0.995,2.8263206833333334,295.070000000007,0.988095238095238,0.996,2.565083733333333,303.1399999999994,0.988095238095238,0.997,2.0148902166666667,280.2200000000012,1.0,0.999,1.7325260666666666,242.02000000000407,1.0,0.999,104.17999999999304,-0.011904761904761973,0.027000000000000024,87.86000000000053,-0.011904761904761973,0.026000000000000023,55.84000000001103,0.0,0.01200000000000001,45.849999999991326,0.0,0.0020000000000000018,-14.850000000005764,0.011904761904761973,0.0030000000000000027,-61.11999999999534,0.011904761904761973,0.0020000000000000018,131.25,0.988095238095238
KXBTC15M-26AUG241215-15,True,UP,0.988095238095238,306.33000000000175,5.239492883333333,385.4199999999983,1.0,0.987,4.26618555,322.0899999999965,1.0,0.983,4.26618555,322.0899999999965,1.0,0.983,3.2857806666666667,349.66999999999825,1.0,0.992,3.2857806666666667,349.66999999999825,1.0,0.992,2.302183783333333,379.2299999999959,1.0,0.997,2.302183783333333,379.2299999999959,1.0,0.997,1.3153684333333333,426.8199999999924,1.0,1.0,-63.3300000000018,0.0,-0.0040000000000000036,27.580000000001746,0.0,0.009000000000000008,27.580000000001746,0.0,0.009000000000000008,29.55999999999767,0.0,0.0050000000000000044,29.55999999999767,0.0,0.0050000000000000044,47.58999999999645,0.0,0.0030000000000000027,322.0899999999965,1.0
KXBTC15M-26AUG241230-30,True,UP,0.9301075268817204,308.75,5.482034183333334,348.09999999999127,1.0,0.991,4.49466675,269.1499999999942,1.0,0.987,3.51217775,223.2200000000012,0.988095238095238,0.992,3.51217775,223.2200000000012,0.988095238095238,0.992,2.5249195666666666,263.3099999999977,1.0,0.983,2.5249195666666666,263.3099999999977,1.0,0.983,1.53735225,290.33000000000175,0.988095238095238,0.999,1.53735225,290.33000000000175,0.988095238095238,0.999,-124.87999999999008,-0.011904761904761973,0.0010000000000000009,-45.92999999999299,-0.011904761904761973,0.0050000000000000044,40.08999999999648,0.011904761904761973,-0.009000000000000008,40.08999999999648,0.011904761904761973,-0.009000000000000008,27.020000000004075,-0.011904761904761973,0.016000000000000014,27.020000000004075,-0.011904761904761973,0.016000000000000014,223.2200000000012,0.988095238095238
KXBTC15M-26AUG241300-00,True,DOWN,0.9301075268817204,245.76999999998952,5.420028766666666,398.4499999999971,0.9487179487179488,0.987,4.42091975,463.3899999999994,0.9487179487179488,0.995,4.42091975,463.3899999999994,0.9487179487179488,0.995,3.429674666666666,375.2299999999959,0.9655172413793104,0.998,3.429674666666666,375.2299999999959,0.9655172413793104,0.998,2.442284883333333,276.3399999999965,0.988095238095238,0.999,2.442284883333333,276.3399999999965,0.988095238095238,0.999,1.45551355,280.25,1.0,0.999,64.94000000000233,0.0,0.008000000000000007,-88.16000000000349,0.016799292661361598,0.0030000000000000027,-88.16000000000349,0.016799292661361598,0.0030000000000000027,-98.88999999999942,0.02257799671592764,0.0010000000000000009,-98.88999999999942,0.02257799671592764,0.0010000000000000009,3.9100000000034925,0.011904761904761973,0.0,276.3399999999965,0.9487179487179488
KXBTC15M-26AUG241330-30,True,DOWN,0.8018867924528301,212.82000000000696,5.3189609,577.6600000000035,0.9301075268817204,0.979,4.339347416666667,600.75,0.9487179487179488,0.995,4.339347416666667,600.75,0.9487179487179488,0.995,3.350643116666667,453.9300000000076,0.9301075268817204,0.997,3.350643116666667,453.9300000000076,0.9301075268817204,0.997,2.361780883333333,405.8500000000058,0.988095238095238,0.999,2.361780883333333,405.8500000000058,0.988095238095238,0.999,1.36907855,415.6399999999994,0.988095238095238,0.998,23.089999999996508,0.018610421836228408,0.016000000000000014,-146.81999999999238,-0.018610421836228408,0.0020000000000000018,-146.81999999999238,-0.018610421836228408,0.0020000000000000018,-48.0800000000018,0.057987711213517645,0.0020000000000000018,-48.0800000000018,0.057987711213517645,0.0020000000000000018,9.789999999993597,0.0,-0.0010000000000000009,405.8500000000058,0.9301075268817204
KXBTC15M-26AUG241430-30,True,UP,1.0,-1.7400000000052387,4.58450495,-8.119999999995343,0.4336734693877551,0.53,4.58450495,-8.119999999995343,0.4336734693877551,0.53,3.638975616666667,78.69000000000233,0.8928571428571429,0.64,3.638975616666667,78.69000000000233,0.8928571428571429,0.64,2.676584983333333,57.84999999999127,0.8928571428571429,0.82,2.676584983333333,57.84999999999127,0.8928571428571429,0.82,1.7295542666666668,39.94000000000233,0.890625,0.83,1.7295542666666668,39.94000000000233,0.890625,0.83,86.80999999999767,0.4591836734693878,0.10999999999999999,86.80999999999767,0.4591836734693878,0.10999999999999999,-20.84000000001106,0.0,0.17999999999999994,-20.84000000001106,0.0,0.17999999999999994,-17.90999999998894,-0.0022321428571429047,0.010000000000000009,-17.90999999998894,-0.0022321428571429047,0.010000000000000009,-8.119999999995343,0.4336734693877551
KXBTC15M-26AUG241530-30,True,DOWN,0.8018867924528301,146.68000000000757,4.733089933333333,253.54000000000812,0.988095238095238,0.966,4.733089933333333,253.54000000000812,0.988095238095238,0.966,3.7898892166666656,215.02000000000407,0.988095238095238,0.981,3.7898892166666656,215.02000000000407,0.988095238095238,0.981,2.836157183333333,220.2600000000093,0.988095238095238,0.992,2.836157183333333,220.2600000000093,0.988095238095238,0.992,1.8888541,161.48000000001048,0.988095238095238,0.995,1.8888541,161.48000000001048,0.988095238095238,0.995,-38.520000000004046,0.0,0.015000000000000013,-38.520000000004046,0.0,0.015000000000000013,5.240000000005239,0.0,0.01100000000000001,5.240000000005239,0.0,0.01100000000000001,-58.779999999998836,0.0,0.0030000000000000027,-58.779999999998836,0.0,0.0030000000000000027,161.48000000001048,0.988095238095238
KXBTC15M-26AUG241630-30,True,UP,0.8018867924528301,68.81999999999243,4.772047416666666,51.19999999999709,0.7593984962406015,0.74,4.772047416666666,51.19999999999709,0.7593984962406015,0.74,3.823995633333333,5.4100000000034925,0.6347826086956522,0.58,3.823995633333333,5.4100000000034925,0.6347826086956522,0.58,2.8727647666666667,-16.869999999995343,0.4285714285714285,0.3,2.8727647666666667,-16.869999999995343,0.4285714285714285,0.3,1.9165374333333327,11.720000000001164,0.7261146496815287,0.39,1.9165374333333327,11.720000000001164,0.7261146496815287,0.39,-45.7899999999936,-0.12461588754494934,-0.16000000000000003,-45.7899999999936,-0.12461588754494934,-0.16000000000000003,-22.279999999998836,-0.20621118012422368,-0.27999999999999997,-22.279999999998836,-0.20621118012422368,-0.27999999999999997,28.589999999996508,0.29754322111010023,0.09000000000000002,28.589999999996508,0.29754322111010023,0.09000000000000002,-16.869999999995343,0.4285714285714285
KXBTC15M-26AUG241645-45,True,UP,0.8018867924528301,126.76999999998952,5.469733333333334,271.8399999999965,1.0,0.985,4.5223477,290.8799999999901,1.0,0.989,3.563823283333333,295.6299999999901,1.0,0.993,3.563823283333333,295.6299999999901,1.0,0.993,2.6209990333333333,271.3399999999965,1.0,0.997,2.6209990333333333,271.3399999999965,1.0,0.997,1.6674875833333334,267.06999999999243,1.0,1.0,1.6674875833333334,267.06999999999243,1.0,1.0,23.789999999993597,0.0,0.008000000000000007,4.75,0.0,0.0040000000000000036,-24.289999999993597,0.0,0.0040000000000000036,-24.289999999993597,0.0,0.0040000000000000036,-4.2700000000040745,0.0,0.0030000000000000027,-4.2700000000040745,0.0,0.0030000000000000027,271.3399999999965,1.0
KXBTC15M-26AUG241715-15,True,UP,0.8018867924528301,75.11999999999534,4.5739806,68.44000000000233,0.988095238095238,0.77,4.5739806,68.44000000000233,0.988095238095238,0.77,3.6280526166666665,98.11999999999534,1.0,0.89,3.6280526166666665,98.11999999999534,1.0,0.89,2.6750980333333336,119.77000000000407,1.0,0.982,2.6750980333333336,119.77000000000407,1.0,0.982,1.7250707833333334,115.34999999999128,1.0,0.996,1.7250707833333334,115.34999999999128,1.0,0.996,29.679999999993015,0.011904761904761973,0.12,29.679999999993015,0.011904761904761973,0.12,21.65000000000873,0.0,0.09199999999999997,21.65000000000873,0.0,0.09199999999999997,-4.4200000000127915,0.0,0.014000000000000012,-4.4200000000127915,0.0,0.014000000000000012,68.44000000000233,0.988095238095238
KXBTC15M-26AUG241845-45,True,UP,0.8018867924528301,128.66999999999825,4.792324833333334,47.80000000000291,0.7261146496815287,0.941,4.792324833333334,47.80000000000291,0.7261146496815287,0.941,3.8386470666666663,64.01000000000931,0.890625,0.9,3.8386470666666663,64.01000000000931,0.890625,0.9,2.892294683333333,30.05000000000291,0.7261146496815287,0.74,2.892294683333333,30.05000000000291,0.7261146496815287,0.74,1.9342644333333328,-21.95999999999185,0.2406015037593984,0.54,1.9342644333333328,-21.95999999999185,0.2406015037593984,0.54,16.210000000006403,0.16451035031847128,-0.040999999999999925,16.210000000006403,0.16451035031847128,-0.040999999999999925,-33.9600000000064,-0.16451035031847128,-0.16000000000000003,-33.9600000000064,-0.16451035031847128,-0.16000000000000003,-52.00999999999476,-0.48551314592213035,-0.19999999999999996,-52.00999999999476,-0.48551314592213035,-0.19999999999999996,-21.95999999999185,0.2406015037593984
KXBTC15M-26AUG241930-30,True,UP,0.890625,86.90999999998894,4.61350945,252.5899999999965,1.0,0.981,4.61350945,252.5899999999965,1.0,0.981,3.662754783333333,206.4899999999907,1.0,0.992,3.662754783333333,206.4899999999907,1.0,0.992,2.7144646166666666,220.38999999999945,1.0,0.998,2.7144646166666666,220.38999999999945,1.0,0.998,1.7670399833333332,171.9899999999907,1.0,0.998,1.7670399833333332,171.9899999999907,1.0,0.998,-46.10000000000582,0.0,0.01100000000000001,-46.10000000000582,0.0,0.01100000000000001,13.90000000000876,0.0,0.006000000000000005,13.90000000000876,0.0,0.006000000000000005,-48.40000000000876,0.0,0.0,-48.40000000000876,0.0,0.0,206.4899999999907,1.0
KXBTC15M-26AUG242030-30,True,DOWN,0.8928571428571429,177.61000000000058,4.794681283333333,110.99000000000524,0.9301075268817204,0.928,4.794681283333333,110.99000000000524,0.9301075268817204,0.928,3.84938325,83.35000000000582,0.9301075268817204,0.916,3.84938325,83.35000000000582,0.9301075268817204,0.916,2.89477295,149.19000000000233,0.988095238095238,0.9,2.89477295,149.19000000000233,0.988095238095238,0.9,1.9413375833333333,153.84000000001106,1.0,0.994,1.9413375833333333,153.84000000001106,1.0,0.994,-27.639999999999418,0.0,-0.01200000000000001,-27.639999999999418,0.0,-0.01200000000000001,65.83999999999651,0.057987711213517645,-0.016000000000000014,65.83999999999651,0.057987711213517645,-0.016000000000000014,4.650000000008731,0.011904761904761973,0.09399999999999997,4.650000000008731,0.011904761904761973,0.09399999999999997,83.35000000000582,0.9301075268817204
KXBTC15M-26AUG242100-00,True,UP,0.8018867924528301,246.45999999999185,4.859115466666666,521.5099999999948,1.0,0.987,4.859115466666666,521.5099999999948,1.0,0.987,3.9170707166666663,524.75,1.0,0.995,3.9170707166666663,524.75,1.0,0.995,2.9658879666666667,420.6999999999971,1.0,0.998,2.9658879666666667,420.6999999999971,1.0,0.998,2.0116601833333334,493.3399999999965,1.0,1.0,1.060189533333333,482.1100000000006,1.0,1.0,3.2400000000052387,0.0,0.008000000000000007,3.2400000000052387,0.0,0.008000000000000007,-104.05000000000291,0.0,0.0030000000000000027,-104.05000000000291,0.0,0.0030000000000000027,72.63999999999942,0.0,0.0020000000000000018,61.41000000000349,0.0,0.0020000000000000018,420.6999999999971,1.0
KXBTC15M-26AUG242315-15,True,UP,0.8018867924528301,186.3700000000099,5.247733883333334,210.1800000000076,1.0,0.928,4.345107233333334,246.70000000001164,1.0,0.935,4.345107233333334,246.70000000001164,1.0,0.935,3.43959485,181.390000000014,1.0,0.949,3.43959485,181.390000000014,1.0,0.949,2.5414418333333333,205.24000000000524,1.0,0.979,1.64606855,153.5500000000029,1.0,0.993,1.64606855,153.5500000000029,1.0,0.993,36.520000000004046,0.0,0.007000000000000006,-65.30999999999764,0.0,0.013999999999999901,-65.30999999999764,0.0,0.013999999999999901,23.84999999999124,0.0,0.030000000000000027,-27.840000000011088,0.0,0.04400000000000004,-51.69000000000233,0.0,0.014000000000000012,181.390000000014,1.0
