feature_set,model,gate,threshold,calls,accuracy,coverage,avg_ask,median_ask,pct_20_40,avg_time,median_time
BRTI,HGB,BRTI,0.8,1,0.0,6.666666666666667,43.0,43.0,0.0,9.48238015,9.48238015
BRTI,HGB,BRTI,0.85,1,0.0,6.666666666666667,40.0,40.0,100.0,5.732751966666667,5.732751966666667
BRTI,HGB,BRTI,0.9,0,,0.0,,,,,
BRTI,HGB,BRTI_SAFE,0.6,4,75.0,26.666666666666668,41.75,41.0,50.0,8.986624670833333,9.548708166666666
BRTI,HGB,BRTI_SAFE,0.65,4,75.0,26.666666666666668,41.75,41.0,50.0,8.945065858333333,9.477989425
BRTI,HGB,BRTI_SAFE,0.7,4,75.0,26.666666666666668,41.75,41.0,50.0,8.945065858333333,9.477989425
BRTI,HGB,BRTI_SAFE,0.75,3,66.66666666666666,20.0,42.66666666666667,43.0,33.33333333333333,9.523671677777777,9.48238015
BRTI,HGB,BRTI_SAFE,0.8,1,0.0,6.666666666666667,43.0,43.0,0.0,9.48238015,9.48238015
BRTI,HGB,BRTI_SAFE,0.85,1,0.0,6.666666666666667,40.0,40.0,100.0,5.732751966666667,5.732751966666667
BRTI,HGB,BRTI_SAFE,0.9,0,,0.0,,,,,
BRTI,HGB,BRTI_SAFE_LAG,0.6,4,75.0,26.666666666666668,41.75,41.0,50.0,8.882517770833333,9.548708166666666
BRTI,HGB,BRTI_SAFE_LAG,0.65,3,66.66666666666666,20.0,42.66666666666667,43.0,33.33333333333333,9.523671677777777,9.48238015
BRTI,HGB,BRTI_SAFE_LAG,0.7,3,66.66666666666666,20.0,42.66666666666667,43.0,33.33333333333333,9.523671677777777,9.48238015
BRTI,HGB,BRTI_SAFE_LAG,0.75,3,66.66666666666666,20.0,42.66666666666667,43.0,33.33333333333333,9.523671677777777,9.48238015
BRTI,HGB,BRTI_SAFE_LAG,0.8,1,0.0,6.666666666666667,43.0,43.0,0.0,9.48238015,9.48238015
BRTI,HGB,BRTI_SAFE_LAG,0.85,1,0.0,6.666666666666667,40.0,40.0,100.0,5.732751966666667,5.732751966666667
BRTI,HGB,BRTI_SAFE_LAG,0.9,0,,0.0,,,,,
FULL,LOGISTIC,OPEN,0.6,6,16.666666666666664,40.0,34.33333333333333,40.0,16.666666666666664,9.336247138888888,9.8554374
FULL,LOGISTIC,OPEN,0.65,6,16.666666666666664,40.0,35.33333333333333,40.0,33.33333333333333,9.25288756111111,9.786391524999999
FULL,LOGISTIC,OPEN,0.7,6,16.666666666666664,40.0,36.166666666666664,40.0,33.33333333333333,9.086034636111112,9.411462083333333
FULL,LOGISTIC,OPEN,0.75,6,16.666666666666664,40.0,36.166666666666664,40.0,33.33333333333333,9.072117930555557,9.411462083333333
FULL,LOGISTIC,OPEN,0.8,4,25.0,26.666666666666668,43.49999999999999,44.0,25.0,8.993042254166667,9.678475058333333
