ticker,call_time,call_side,official_side,correct,initial_fair,initial_remaining_min,initial_distance,initial_signed_distance,three_min_rows,three_min_max_distance_drop,three_min_min_signed_distance,three_min_side_flip,tier_100_150,tier_50_125,tier_50_140,tier_50_150,tier_50_160,tier_50_175,tier_50_200,tier_75_125,tier_75_140,tier_75_150,tier_75_160,tier_75_175,tier_75_200,tier_90_125,tier_90_140,tier_90_150,tier_90_160,tier_90_175,tier_90_200,tier_100_125,tier_100_140,tier_100_160,tier_100_175,tier_100_200,tier_110_125,tier_110_140,tier_110_150,tier_110_160,tier_110_175,tier_110_200,tier_125_140,tier_125_150,tier_125_160,tier_125_175,tier_125_200
KXBTC15M-26AUG240700-00,2026-08-24 10:50:13.082263+00:00,UP,DOWN,False,0.8124103460198526,9.781962283333334,77.6200000000099,77.6200000000099,4,176.40000000000873,-98.77999999999884,True,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,WEAKENING,DANGER,DANGER,DANGER,DANGER,DANGER,WEAKENING,DANGER,DANGER,DANGER,DANGER,DANGER,WEAKENING,DANGER,DANGER,DANGER,DANGER,WEAKENING,DANGER,DANGER,DANGER,DANGER,DANGER,WEAKENING,DANGER,DANGER,DANGER,DANGER,WEAKENING
KXBTC15M-26AUG240730-30,2026-08-24 11:19:50.762793+00:00,UP,UP,True,0.8004314903485613,10.15395345,35.5,35.5,4,16.729999999995925,18.770000000004075,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240745-45,2026-08-24 11:33:11.016233+00:00,UP,UP,True,0.8894445795622574,11.816396116666663,168.55999999999767,168.55999999999767,4,0.0,168.55999999999767,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240800-00,2026-08-24 11:48:20.539255+00:00,DOWN,DOWN,True,0.8500859900319075,11.657679083333331,-203.13999999999945,203.13999999999945,4,0.0,203.13999999999945,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240815-15,2026-08-24 12:04:21.538673+00:00,DOWN,DOWN,True,0.9150837389863392,10.641022116666669,-177.6999999999971,177.6999999999971,4,0.0,177.6999999999971,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240900-00,2026-08-24 12:48:32.823096+00:00,UP,UP,True,0.9330022087149696,11.4529484,225.1500000000088,225.1500000000088,2,24.45000000001167,200.6999999999971,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241215-15,2026-08-24 16:03:51.340475+00:00,UP,UP,True,0.988095238095238,11.144325416666668,306.33000000000175,306.33000000000175,4,31.15000000000873,275.179999999993,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241230-30,2026-08-24 16:18:35.824911+00:00,UP,UP,True,0.9301075268817204,11.40291815,308.75,308.75,4,0.0,308.75,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241300-00,2026-08-24 16:51:37.215335+00:00,DOWN,DOWN,True,0.9301075268817204,8.379744416666666,-245.76999999998952,245.76999999998952,4,0.0,245.76999999998952,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241315-15,2026-08-24 17:03:27.647441+00:00,DOWN,UP,False,0.8928571428571429,11.539209316666668,-368.11999999999534,368.11999999999534,4,252.27999999999884,115.83999999999652,False,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER,DANGER
KXBTC15M-26AUG241330-30,2026-08-24 17:20:44.090477+00:00,DOWN,DOWN,True,0.8018867924528301,9.265158716666669,-212.82000000000696,212.82000000000696,4,0.0,212.82000000000696,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241400-00,2026-08-24 17:50:47.131669+00:00,UP,UP,True,0.890625,9.214472183333331,106.36000000000058,106.36000000000058,4,86.63000000000466,19.729999999995925,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241415-15,2026-08-24 18:05:23.099381+00:00,UP,UP,True,0.8018867924528301,9.615010316666666,161.47000000000116,161.47000000000116,4,127.56000000001222,33.90999999998894,False,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING
KXBTC15M-26AUG241530-30,2026-08-24 19:18:36.875712+00:00,DOWN,DOWN,True,0.8018867924528301,11.3854048,-146.68000000000757,146.68000000000757,4,0.0,146.68000000000757,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241615-15,2026-08-24 20:04:19.712256+00:00,DOWN,DOWN,True,0.9301075268817204,10.6714624,-190.0100000000093,190.0100000000093,4,98.2100000000064,91.80000000000292,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241630-30,2026-08-24 20:20:28.678348+00:00,UP,UP,True,0.8018867924528301,9.522027533333333,68.81999999999243,68.81999999999243,4,39.02999999999884,29.7899999999936,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241645-45,2026-08-24 20:34:46.724216+00:00,UP,UP,True,0.8018867924528301,10.221263066666667,126.76999999998952,126.76999999998952,4,0.0,126.76999999998952,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241715-15,2026-08-24 21:04:43.828846+00:00,UP,UP,True,0.8018867924528301,10.269519233333334,75.11999999999534,75.11999999999534,4,16.84999999999126,58.27000000000408,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241730-30,2026-08-24 21:20:27.350344+00:00,DOWN,DOWN,True,0.9301075268817204,9.544160933333334,-160.4100000000035,160.4100000000035,4,74.68000000000757,85.72999999999593,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241800-00,2026-08-24 21:49:24.584329+00:00,UP,UP,True,0.8928571428571429,10.590261183333332,58.55000000000291,58.55000000000291,4,37.88000000000466,20.669999999998254,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241845-45,2026-08-24 22:34:31.122710+00:00,UP,UP,True,0.8018867924528301,10.481288166666667,128.66999999999825,128.66999999999825,4,31.40999999998894,97.26000000000931,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG241930-30,2026-08-24 23:20:38.847167+00:00,UP,UP,True,0.890625,9.352547216666666,86.90999999998894,86.90999999998894,4,0.0,86.90999999998894,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG242030-30,2026-08-25 00:18:34.445200+00:00,DOWN,DOWN,True,0.8928571428571429,11.425913333333334,-177.61000000000058,177.61000000000058,4,0.0,177.61000000000058,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG242100-00,2026-08-25 00:48:30.948418+00:00,UP,UP,True,0.8018867924528301,11.484193033333334,246.45999999999185,246.45999999999185,4,58.679999999993015,187.77999999999884,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG242115-15,2026-08-25 01:06:33.341302+00:00,UP,DOWN,False,0.8018867924528301,8.444311633333333,155.35000000000582,155.35000000000582,4,167.8000000000029,-12.44999999999709,True,DANGER,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING
